Order_ID,Company,City,Customer_Age,Product_Category,Discount_Applied,Order_Value,Delivery_Time_Min,Distance_Km,Items_Count,Customer_Rating,Delivery_Partner_Rating
ORD001182,BigBasket Now,Delhi,38.0,Beverages,No,680.01,13.7,3.09,14.0,4.0,4.0
ORD001183,Swiggy Instamart,Hyderabad,27.0,Snacks & Munchies,No,295.33,6.2,7.51,18.0,4.0,3.0
ORD001184,JioMart Express,,41.0,Baby Care,No,451.72,15.8,9.0,16.0,5.0,5.0
ORD001185,Zepto,Bangalore,57.0,Household Essentials,No,163.23,15.5,7.05,3.0,5.0,5.0
ORD001186,JioMart Express,Delhi,64.0,Meat & Seafood,No,258.48,20.0,8.02,6.0,5.0,5.0
ORD001187,JioMart Express,Hyderabad,38.0,Personal Care,No,635.02,13.3,3.18,1.0,1.0,4.0
ORD001188,Zepto,Hyderabad,42.0,Bakery,No,1905.24,12.1,3.24,11.0,5.0,4.0
ORD001189,JioMart Express,Mumbai,40.0,Meat & Seafood,Yes,123.26,16.4,8.71,10.0,3.0,5.0
ORD001190,Swiggy Instamart,Bangalore,39.0,Beverages,Yes,357.57,8.6,6.34,18.0,4.0,4.0
ORD001191,BigBasket Now,Hyderabad,21.0,Household Essentials,No,516.65,17.4,2.72,4.0,4.0,4.0
ORD001192,Zepto,Hyderabad,51.0,Fruits & Vegetables,Yes,278.76,7.8,5.48,6.0,4.0,2.0
ORD001193,Dunzo,Delhi,23.0,Beverages,No,671.63,25.7,7.02,19.0,2.0,4.0
ORD001194,JioMart Express,Chennai,45.0,Bakery,No,239.84,21.6,2.58,9.0,4.0,5.0
ORD001195,Zepto,Mumbai,48.0,Beverages,No,442.44,11.4,6.72,10.0,1.0,2.0
ORD001196,Blinkit,Delhi,52.0,Personal Care,No,294.94,21.4,0.9,5.0,1.0,4.0
ORD001197,Blinkit,Kolkata,56.0,Meat & Seafood,No,838.54,17.2,3.39,16.0,4.0,4.0
ORD001198,BigBasket Now,Hyderabad,59.0,Personal Care,Yes,268.86,11.0,6.9,2.0,5.0,4.0
ORD001199,Swiggy Instamart,Delhi,40.0,Groceries,No,326.65,7.3,1.92,9.0,5.0,2.0
ORD001200,BigBasket Now,Chennai,23.0,Snacks & Munchies,Yes,711.53,18.7,2.61,11.0,4.0,5.0
ORD001201,BigBasket Now,Hyderabad,33.0,Meat & Seafood,Yes,217.71,12.0,8.85,2.0,2.0,1.0
ORD001202,BigBasket Now,Kolkata,19.0,Snacks & Munchies,Yes,420.42,25.5,6.91,18.0,1.0,
ORD001203,BigBasket Now,Chennai,41.0,Personal Care,Yes,135.16,16.5,5.24,2.0,3.0,1.0
ORD001204,Dunzo,Hyderabad,34.0,Fruits & Vegetables,Yes,210.03,12.4,2.5,14.0,5.0,3.0
ORD001205,Dunzo,Bangalore,62.0,Household Essentials,Yes,507.39,33.8,3.74,4.0,4.0,5.0
ORD001206,Zepto,Mumbai,18.0,Bakery,No,222.65,20.7,5.96,,5.0,5.0
ORD001207,Blinkit,Delhi,23.0,Beverages,No,290.98,5.0,1.98,8.0,5.0,5.0
ORD001208,BigBasket Now,Bangalore,22.0,Beverages,Yes,542.32,13.5,5.08,1.0,4.0,2.0
ORD001209,Zepto,Hyderabad,62.0,Snacks & Munchies,Yes,285.0,9.5,4.39,1.0,5.0,4.0
ORD001210,Blinkit,Bangalore,46.0,Bakery,No,660.97,11.9,5.03,4.0,3.0,2.0
ORD001211,JioMart Express,Delhi,29.0,Meat & Seafood,No,459.16,15.5,1.5,18.0,4.0,3.0
ORD001212,Swiggy Instamart,Mumbai,56.0,Household Essentials,No,523.96,18.9,1.51,19.0,5.0,3.0
ORD001213,Dunzo,Bangalore,64.0,Baby Care,Yes,849.44,18.3,9.66,10.0,4.0,2.0
ORD001214,JioMart Express,Delhi,20.0,Snacks & Munchies,No,488.77,25.3,9.8,18.0,3.0,5.0
ORD001215,Blinkit,Chennai,18.0,Meat & Seafood,No,1015.67,21.2,4.55,10.0,3.0,2.0
ORD001216,JioMart Express,Mumbai,44.0,Meat & Seafood,No,696.98,20.7,8.0,9.0,5.0,4.0
ORD001217,Swiggy Instamart,Hyderabad,41.0,Bakery,Yes,294.69,17.8,6.73,7.0,1.0,4.0
ORD001218,Blinkit,Ahmedabad,61.0,Bakery,Yes,876.46,27.5,1.61,6.0,,3.0
ORD001219,JioMart Express,Mumbai,36.0,Dairy & Eggs,Yes,472.63,14.5,3.32,,1.0,5.0
ORD001220,Dunzo,Bangalore,25.0,Beverages,Yes,318.36,14.6,3.48,5.0,4.0,4.0
ORD001221,Dunzo,Mumbai,61.0,Household Essentials,No,476.77,7.7,6.16,19.0,4.0,5.0
ORD001222,Zepto,Hyderabad,64.0,Groceries,No,786.35,25.1,6.01,15.0,4.0,5.0
ORD001223,JioMart Express,Hyderabad,19.0,Snacks & Munchies,No,530.08,15.9,9.27,14.0,4.0,5.0
ORD001224,BigBasket Now,Bangalore,47.0,Household Essentials,No,1204.04,53.2,8.01,7.0,5.0,5.0
ORD001225,JioMart Express,Bangalore,47.0,Dairy & Eggs,No,774.27,14.0,8.64,9.0,4.0,3.0
ORD001226,Blinkit,Pune,56.0,Dairy & Eggs,Yes,552.19,17.0,8.97,12.0,,2.0
ORD001227,Blinkit,Mumbai,62.0,Household Essentials,No,217.97,20.5,8.11,17.0,2.0,4.0
ORD001228,JioMart Express,Mumbai,49.0,Bakery,No,362.19,10.6,3.66,18.0,1.0,4.0
ORD001229,Swiggy Instamart,Pune,18.0,Meat & Seafood,Yes,421.15,19.0,2.54,2.0,1.0,5.0
ORD001230,Dunzo,Hyderabad,55.0,Baby Care,Yes,612.76,16.7,5.93,17.0,2.0,5.0
ORD001231,Blinkit,Pune,30.0,Household Essentials,No,591.35,14.6,7.05,7.0,4.0,3.0
ORD001232,Dunzo,Hyderabad,28.0,Snacks & Munchies,No,446.63,26.3,4.17,10.0,4.0,1.0
ORD001233,Blinkit,Kolkata,27.0,Groceries,Yes,433.64,11.5,8.56,15.0,5.0,3.0
ORD001234,Zepto,Bangalore,43.0,Beverages,No,621.59,18.4,9.63,1.0,3.0,
ORD001235,BigBasket Now,Chennai,37.0,Dairy & Eggs,No,241.01,29.4,5.91,11.0,4.0,2.0
ORD001236,Blinkit,Pune,34.0,Fruits & Vegetables,No,1115.78,12.4,4.84,8.0,5.0,4.0
ORD001237,Dunzo,Hyderabad,34.0,Fruits & Vegetables,Yes,118.12,14.6,8.51,12.0,5.0,4.0
ORD001238,Zepto,Mumbai,21.0,Meat & Seafood,Yes,966.08,42.0,0.73,3.0,5.0,3.0
ORD001239,Blinkit,Delhi,22.0,Bakery,No,392.64,19.9,1.73,15.0,5.0,4.0
ORD001240,Swiggy Instamart,Mumbai,40.0,Beverages,No,736.23,13.4,8.53,5.0,4.0,4.0
ORD001241,BigBasket Now,Delhi,63.0,Dairy & Eggs,Yes,501.85,22.7,7.45,5.0,5.0,4.0
ORD001242,Blinkit,Delhi,27.0,Fruits & Vegetables,Yes,496.52,13.1,4.45,17.0,5.0,5.0
ORD001243,Zepto,Hyderabad,63.0,Fruits & Vegetables,Yes,562.59,8.8,8.94,2.0,5.0,2.0
ORD001244,Swiggy Instamart,Hyderabad,45.0,Baby Care,Yes,655.52,28.5,3.84,1.0,1.0,4.0
ORD001245,JioMart Express,Bangalore,50.0,Household Essentials,No,331.19,10.6,6.52,18.0,5.0,5.0
ORD001246,Zepto,Hyderabad,60.0,Personal Care,No,750.6,43.8,6.53,9.0,4.0,4.0
ORD001247,Zepto,Mumbai,43.0,Beverages,Yes,210.46,13.5,2.25,,2.0,4.0
ORD001248,Swiggy Instamart,Mumbai,46.0,Personal Care,Yes,402.14,38.6,3.21,13.0,3.0,4.0
ORD001249,Zepto,Mumbai,44.0,Groceries,No,666.19,9.5,9.2,2.0,5.0,4.0
ORD001250,Swiggy Instamart,Bangalore,35.0,Bakery,Yes,732.9,24.8,2.24,13.0,4.0,1.0
ORD001251,Blinkit,,57.0,Household Essentials,No,531.91,20.1,2.15,8.0,,4.0
ORD001252,Swiggy Instamart,Delhi,27.0,Groceries,No,318.61,23.0,5.06,10.0,2.0,4.0
ORD001253,Swiggy Instamart,Bangalore,59.0,Snacks & Munchies,No,690.92,24.2,1.38,6.0,4.0,4.0
ORD001254,BigBasket Now,Kolkata,22.0,Dairy & Eggs,Yes,269.99,13.5,9.0,11.0,3.0,4.0
ORD001255,Swiggy Instamart,Mumbai,27.0,Personal Care,Yes,1153.83,9.7,1.45,14.0,4.0,4.0
ORD001256,Swiggy Instamart,Hyderabad,38.0,Meat & Seafood,No,383.45,16.1,6.36,10.0,4.0,4.0
ORD001257,JioMart Express,Hyderabad,41.0,Snacks & Munchies,No,160.17,18.0,3.73,10.0,4.0,3.0
ORD001258,Blinkit,Kolkata,55.0,Beverages,Yes,197.0,13.6,8.14,11.0,1.0,3.0
ORD001259,BigBasket Now,,20.0,Dairy & Eggs,No,414.13,18.4,6.1,4.0,2.0,4.0
ORD001260,JioMart Express,Mumbai,57.0,Fruits & Vegetables,No,438.73,18.8,4.19,3.0,1.0,3.0
ORD001261,Dunzo,Mumbai,48.0,Personal Care,No,1315.27,11.4,9.85,9.0,5.0,4.0
ORD001262,Blinkit,Pune,58.0,Household Essentials,Yes,216.35,19.3,1.13,5.0,3.0,4.0
ORD001263,Blinkit,Bangalore,54.0,Household Essentials,No,413.09,14.8,5.99,1.0,4.0,3.0
ORD001264,Dunzo,Hyderabad,19.0,Snacks & Munchies,No,213.65,12.4,9.9,11.0,4.0,5.0
ORD001265,Swiggy Instamart,Hyderabad,19.0,Snacks & Munchies,Yes,300.19,22.5,7.06,8.0,5.0,4.0
ORD001266,JioMart Express,Chennai,56.0,Bakery,No,1108.08,12.1,7.53,5.0,1.0,2.0
ORD001267,Zepto,Pune,59.0,Fruits & Vegetables,Yes,204.02,13.7,0.8,2.0,2.0,3.0
ORD001268,BigBasket Now,Ahmedabad,61.0,Baby Care,Yes,573.77,16.9,0.7,9.0,4.0,4.0
ORD001269,Zepto,Chennai,51.0,Personal Care,Yes,510.68,28.5,0.84,6.0,5.0,4.0
ORD001270,Dunzo,Delhi,59.0,Groceries,No,397.62,17.8,9.92,11.0,4.0,5.0
ORD001271,Blinkit,Pune,37.0,Beverages,No,550.96,20.3,9.81,10.0,3.0,4.0
ORD001272,Blinkit,Mumbai,50.0,Personal Care,Yes,201.14,14.6,3.68,12.0,4.0,5.0
ORD001273,BigBasket Now,Delhi,21.0,Personal Care,Yes,1089.85,15.9,3.26,3.0,5.0,2.0
ORD001274,Blinkit,Pune,62.0,Fruits & Vegetables,Yes,1280.37,16.1,1.89,7.0,,4.0
ORD001275,Blinkit,Delhi,61.0,Personal Care,Yes,414.99,18.5,3.63,18.0,4.0,5.0
ORD001276,BigBasket Now,Delhi,28.0,Bakery,No,1726.52,14.6,4.02,12.0,,3.0
ORD001277,JioMart Express,Mumbai,59.0,Personal Care,Yes,317.53,28.1,7.61,11.0,5.0,3.0
ORD001278,JioMart Express,Pune,64.0,Meat & Seafood,Yes,512.99,14.2,8.73,2.0,5.0,4.0
ORD001279,BigBasket Now,Bangalore,22.0,Meat & Seafood,No,952.54,8.3,7.59,10.0,4.0,5.0
ORD001280,Dunzo,Chennai,42.0,Dairy & Eggs,No,306.31,49.3,6.64,13.0,3.0,4.0
ORD001281,Blinkit,Delhi,54.0,Beverages,No,176.1,14.4,7.78,13.0,4.0,4.0
ORD001282,Blinkit,Chennai,51.0,Meat & Seafood,Yes,153.39,27.8,7.52,15.0,4.0,4.0
ORD001283,Dunzo,Chennai,26.0,Beverages,Yes,1389.22,28.8,5.02,13.0,3.0,1.0
ORD001284,JioMart Express,,23.0,Household Essentials,No,293.71,24.0,3.69,9.0,5.0,4.0
ORD001285,Swiggy Instamart,Bangalore,35.0,Bakery,Yes,360.88,15.2,3.19,6.0,4.0,2.0
ORD001286,Swiggy Instamart,Delhi,31.0,Fruits & Vegetables,Yes,206.92,18.4,6.95,3.0,3.0,3.0
ORD001287,Swiggy Instamart,Ahmedabad,36.0,Fruits & Vegetables,No,712.66,9.9,9.61,9.0,5.0,5.0
ORD001288,JioMart Express,Hyderabad,31.0,Meat & Seafood,No,252.41,36.5,6.02,4.0,3.0,4.0
ORD001289,JioMart Express,Pune,57.0,Bakery,Yes,300.44,11.7,9.17,5.0,5.0,5.0
ORD001290,Dunzo,Delhi,34.0,Household Essentials,Yes,482.85,14.9,0.64,12.0,4.0,3.0
ORD001291,Blinkit,Kolkata,52.0,Groceries,No,213.06,17.1,8.05,17.0,5.0,4.0
ORD001292,Dunzo,Chennai,46.0,Bakery,Yes,362.44,15.8,8.61,5.0,5.0,5.0
ORD001293,Dunzo,Chennai,59.0,Dairy & Eggs,No,935.73,12.6,6.49,4.0,5.0,3.0
ORD001294,JioMart Express,Ahmedabad,34.0,Fruits & Vegetables,No,521.63,28.7,9.37,8.0,3.0,3.0
ORD001295,Swiggy Instamart,Bangalore,60.0,Dairy & Eggs,No,436.3,24.0,6.1,9.0,4.0,4.0
ORD001296,Zepto,Mumbai,25.0,Fruits & Vegetables,No,458.94,18.7,2.79,17.0,5.0,4.0
ORD001297,Blinkit,Chennai,18.0,Household Essentials,Yes,319.42,14.0,2.55,8.0,1.0,5.0
ORD001298,JioMart Express,Chennai,62.0,Personal Care,Yes,1336.34,25.2,5.78,5.0,5.0,4.0
ORD001299,Swiggy Instamart,Hyderabad,53.0,Baby Care,No,247.82,13.7,9.11,10.0,3.0,5.0
ORD001300,Zepto,Delhi,24.0,Bakery,No,457.86,30.8,1.19,18.0,3.0,5.0
ORD001301,Zepto,Bangalore,63.0,Bakery,No,432.25,17.2,6.24,14.0,3.0,3.0
ORD001302,JioMart Express,Delhi,22.0,Personal Care,No,738.97,26.9,7.81,5.0,2.0,5.0
ORD001303,BigBasket Now,Bangalore,41.0,Groceries,No,782.04,15.7,1.6,15.0,5.0,3.0
ORD001304,Blinkit,Hyderabad,45.0,Fruits & Vegetables,No,395.75,16.9,1.61,5.0,5.0,2.0
ORD001305,Zepto,Chennai,60.0,Groceries,No,480.29,26.8,3.98,12.0,4.0,5.0
ORD001306,JioMart Express,Delhi,34.0,Bakery,No,491.33,39.6,3.1,10.0,5.0,3.0
ORD001307,JioMart Express,Bangalore,54.0,Meat & Seafood,No,103.2,30.7,2.38,8.0,4.0,4.0
ORD001308,Swiggy Instamart,Delhi,37.0,Meat & Seafood,Yes,155.49,23.4,2.39,,5.0,3.0
ORD001309,BigBasket Now,Mumbai,20.0,Snacks & Munchies,No,280.61,20.8,1.74,3.0,5.0,3.0
ORD001310,Blinkit,Kolkata,54.0,Beverages,No,288.02,13.4,6.3,16.0,3.0,4.0
ORD001311,Dunzo,Pune,43.0,Meat & Seafood,Yes,196.45,18.5,7.04,11.0,4.0,4.0
ORD001312,Swiggy Instamart,Delhi,32.0,Meat & Seafood,No,632.54,11.4,7.18,9.0,4.0,4.0
ORD001313,Zepto,Chennai,25.0,Fruits & Vegetables,No,403.94,19.1,5.56,10.0,5.0,5.0
ORD001314,Zepto,Pune,30.0,Snacks & Munchies,No,354.67,19.6,9.55,2.0,4.0,4.0
ORD001315,Swiggy Instamart,Kolkata,20.0,Fruits & Vegetables,Yes,189.86,7.5,8.87,11.0,5.0,1.0
ORD001316,JioMart Express,Mumbai,18.0,Bakery,No,392.79,16.7,9.6,11.0,5.0,3.0
ORD001317,Zepto,Ahmedabad,26.0,Dairy & Eggs,Yes,100.0,19.4,4.19,7.0,4.0,5.0
ORD001318,BigBasket Now,Delhi,48.0,Groceries,No,365.85,15.9,8.84,11.0,5.0,4.0
ORD001319,Blinkit,Delhi,58.0,Bakery,Yes,419.02,19.0,7.75,5.0,4.0,5.0
ORD001320,BigBasket Now,Mumbai,43.0,Dairy & Eggs,No,466.45,9.6,3.73,12.0,4.0,4.0
ORD001321,Zepto,Bangalore,34.0,Household Essentials,No,157.83,12.1,1.51,18.0,5.0,3.0
ORD001322,Dunzo,Mumbai,51.0,Household Essentials,Yes,461.69,24.9,6.98,5.0,2.0,2.0
ORD001323,Blinkit,Delhi,26.0,Fruits & Vegetables,No,215.97,16.4,1.8,15.0,3.0,4.0
ORD001324,Blinkit,Delhi,30.0,Baby Care,No,247.77,18.8,3.29,12.0,4.0,4.0
ORD001325,Swiggy Instamart,Kolkata,22.0,Baby Care,Yes,620.64,13.2,5.25,1.0,4.0,3.0
ORD001326,Swiggy Instamart,Pune,58.0,Dairy & Eggs,Yes,1350.82,16.6,6.96,18.0,5.0,4.0
ORD001327,Dunzo,Delhi,30.0,Meat & Seafood,Yes,416.05,6.5,9.3,6.0,5.0,5.0
ORD001328,JioMart Express,Pune,18.0,Fruits & Vegetables,Yes,247.09,23.1,6.14,6.0,4.0,5.0
ORD001329,Blinkit,Pune,42.0,Dairy & Eggs,No,451.78,33.9,6.88,11.0,4.0,4.0
ORD001330,Dunzo,Chennai,64.0,Fruits & Vegetables,No,708.69,10.7,3.45,11.0,5.0,5.0
ORD001331,Swiggy Instamart,Mumbai,21.0,Dairy & Eggs,Yes,585.58,11.3,7.03,16.0,4.0,2.0
ORD001332,Swiggy Instamart,Chennai,53.0,Household Essentials,No,2091.98,19.6,4.66,6.0,3.0,3.0
ORD001333,Blinkit,Ahmedabad,27.0,Snacks & Munchies,No,262.64,29.7,8.64,1.0,5.0,
ORD001334,BigBasket Now,,45.0,Fruits & Vegetables,Yes,469.35,16.4,4.23,16.0,5.0,3.0
ORD001335,Zepto,Delhi,23.0,Snacks & Munchies,Yes,1021.83,10.1,4.95,3.0,3.0,5.0
ORD001336,Swiggy Instamart,Bangalore,44.0,Household Essentials,Yes,984.07,15.1,4.61,6.0,5.0,3.0
ORD001337,JioMart Express,Hyderabad,29.0,Baby Care,No,125.21,10.9,8.21,3.0,4.0,4.0
ORD001338,JioMart Express,Bangalore,20.0,Personal Care,No,402.62,12.6,9.56,19.0,3.0,4.0
ORD001339,Swiggy Instamart,Mumbai,63.0,Groceries,No,983.1,14.6,3.61,8.0,4.0,4.0
ORD001340,BigBasket Now,,50.0,Bakery,Yes,2285.6,11.3,5.01,2.0,3.0,4.0
ORD001341,BigBasket Now,Kolkata,27.0,Groceries,No,615.4,12.0,7.21,19.0,3.0,4.0
ORD001342,Dunzo,Pune,48.0,Groceries,No,323.53,16.9,9.01,15.0,5.0,4.0
ORD001343,JioMart Express,Mumbai,32.0,Bakery,No,220.19,17.9,5.19,14.0,5.0,5.0
ORD001344,Dunzo,,24.0,Household Essentials,Yes,1527.28,9.3,1.53,14.0,3.0,1.0
ORD001345,JioMart Express,Delhi,53.0,Household Essentials,No,624.68,19.3,4.0,4.0,5.0,2.0
ORD001346,Zepto,Hyderabad,31.0,Baby Care,No,242.54,14.1,5.73,19.0,3.0,4.0
ORD001347,Zepto,Chennai,31.0,Personal Care,Yes,357.13,21.9,4.47,7.0,2.0,4.0
ORD001348,Blinkit,Kolkata,20.0,Beverages,Yes,485.95,22.5,2.27,16.0,2.0,4.0
ORD001349,Dunzo,Ahmedabad,63.0,Groceries,No,559.08,13.2,0.85,8.0,3.0,5.0
ORD001350,Swiggy Instamart,Delhi,20.0,Meat & Seafood,No,235.15,21.0,7.03,15.0,,5.0
ORD001351,Dunzo,Pune,39.0,Groceries,No,279.08,11.8,9.93,5.0,5.0,5.0
ORD001352,Swiggy Instamart,Mumbai,36.0,Beverages,No,149.64,27.9,9.23,1.0,3.0,4.0
ORD001353,BigBasket Now,Chennai,52.0,Fruits & Vegetables,No,752.84,11.9,6.99,12.0,4.0,3.0
ORD001354,Dunzo,Chennai,29.0,Baby Care,Yes,328.66,18.9,8.49,9.0,5.0,5.0
ORD001355,BigBasket Now,Chennai,22.0,Snacks & Munchies,Yes,533.68,15.3,2.93,19.0,3.0,5.0
ORD001356,Zepto,Delhi,27.0,Snacks & Munchies,No,947.05,10.9,6.41,18.0,4.0,4.0
ORD001357,Zepto,Pune,58.0,Beverages,Yes,460.32,23.6,1.08,7.0,4.0,5.0
ORD001358,Blinkit,Mumbai,50.0,Groceries,Yes,376.99,12.9,7.22,11.0,3.0,5.0
ORD001359,Dunzo,Mumbai,30.0,Snacks & Munchies,No,453.21,8.3,9.71,11.0,5.0,4.0
ORD001360,BigBasket Now,Chennai,52.0,Beverages,No,419.02,5.2,8.68,15.0,1.0,3.0
ORD001361,Swiggy Instamart,Bangalore,49.0,Bakery,Yes,852.1,11.6,5.58,17.0,3.0,4.0
ORD001362,Zepto,Kolkata,28.0,Household Essentials,Yes,486.14,28.5,7.99,3.0,4.0,5.0
ORD001363,Zepto,Bangalore,55.0,Dairy & Eggs,No,291.01,27.2,9.47,11.0,4.0,3.0
ORD001364,Swiggy Instamart,Mumbai,41.0,Household Essentials,Yes,756.51,12.3,2.55,13.0,4.0,
ORD001365,BigBasket Now,Kolkata,52.0,Groceries,No,844.12,14.2,8.04,6.0,4.0,4.0
ORD001366,BigBasket Now,Bangalore,36.0,Beverages,Yes,180.73,13.7,3.06,14.0,4.0,3.0
ORD001367,Dunzo,Mumbai,23.0,Fruits & Vegetables,No,1011.99,9.6,8.83,11.0,4.0,4.0
ORD001368,Dunzo,Chennai,57.0,Snacks & Munchies,No,502.11,11.3,1.43,13.0,4.0,3.0
ORD001369,JioMart Express,Bangalore,62.0,Snacks & Munchies,No,478.17,24.3,2.19,17.0,5.0,5.0
ORD001370,JioMart Express,Hyderabad,61.0,Snacks & Munchies,Yes,738.02,20.1,7.35,14.0,5.0,5.0
ORD001371,Blinkit,Bangalore,59.0,Beverages,No,287.1,18.3,2.16,14.0,4.0,5.0
ORD001372,Zepto,Kolkata,52.0,Household Essentials,Yes,715.15,9.6,2.0,4.0,2.0,3.0
ORD001373,Dunzo,Kolkata,21.0,Fruits & Vegetables,Yes,321.8,17.1,5.78,4.0,4.0,1.0
ORD001374,BigBasket Now,Chennai,50.0,Beverages,No,166.51,6.5,8.43,14.0,3.0,5.0
ORD001375,Swiggy Instamart,Mumbai,30.0,Groceries,No,221.7,23.0,3.05,14.0,4.0,4.0
ORD001376,BigBasket Now,Kolkata,53.0,Baby Care,No,566.92,18.2,8.49,7.0,3.0,3.0
ORD001377,Zepto,Chennai,60.0,Groceries,Yes,228.77,9.6,8.18,16.0,5.0,2.0
ORD001378,JioMart Express,Chennai,36.0,Dairy & Eggs,Yes,1060.02,31.4,6.0,14.0,2.0,4.0
ORD001379,BigBasket Now,Delhi,60.0,Baby Care,No,823.51,8.0,6.64,5.0,5.0,3.0
ORD001380,Blinkit,Pune,29.0,Groceries,No,897.9,20.3,0.88,7.0,3.0,4.0
ORD001381,Zepto,Chennai,28.0,Fruits & Vegetables,No,434.79,20.5,3.99,17.0,4.0,5.0
ORD001382,JioMart Express,Mumbai,23.0,Personal Care,No,470.93,10.0,3.0,15.0,5.0,4.0
ORD001383,Swiggy Instamart,Bangalore,29.0,Personal Care,Yes,197.11,16.2,1.93,7.0,3.0,5.0
ORD001384,JioMart Express,Pune,44.0,Personal Care,No,733.24,8.5,4.2,10.0,5.0,3.0
ORD001385,Blinkit,Mumbai,58.0,Dairy & Eggs,Yes,506.69,5.3,3.87,,4.0,4.0
ORD001386,Zepto,Ahmedabad,42.0,Dairy & Eggs,No,567.01,10.7,7.42,11.0,5.0,3.0
ORD001387,Swiggy Instamart,Chennai,59.0,Personal Care,No,1110.97,12.9,6.18,14.0,5.0,5.0
ORD001388,Blinkit,Hyderabad,20.0,Bakery,No,280.46,21.3,9.17,4.0,3.0,5.0
ORD001389,JioMart Express,Delhi,20.0,Snacks & Munchies,No,374.02,16.9,1.88,3.0,5.0,
ORD001390,Blinkit,Delhi,37.0,Baby Care,Yes,490.78,17.1,1.07,14.0,3.0,3.0
ORD001391,Zepto,Ahmedabad,45.0,Baby Care,No,230.15,11.0,5.58,3.0,3.0,3.0
ORD001392,Dunzo,Delhi,40.0,Snacks & Munchies,Yes,360.48,13.3,0.51,3.0,2.0,5.0
ORD001393,Blinkit,Kolkata,20.0,Household Essentials,Yes,542.27,11.3,7.98,12.0,3.0,4.0
ORD001394,Blinkit,Bangalore,59.0,Bakery,Yes,331.87,10.1,5.31,10.0,4.0,5.0
ORD001395,JioMart Express,Mumbai,41.0,Personal Care,No,884.83,13.0,5.14,18.0,4.0,
ORD001396,JioMart Express,Mumbai,60.0,Snacks & Munchies,Yes,162.95,16.9,3.94,12.0,5.0,4.0
ORD001397,Swiggy Instamart,Bangalore,57.0,Beverages,No,791.29,13.1,4.06,4.0,3.0,4.0
ORD001398,JioMart Express,Ahmedabad,23.0,Baby Care,No,599.87,14.4,4.6,19.0,5.0,
ORD001399,BigBasket Now,Delhi,37.0,Beverages,No,286.78,21.7,0.65,19.0,1.0,4.0
ORD001400,Zepto,Delhi,28.0,Snacks & Munchies,Yes,231.68,13.5,1.29,17.0,2.0,3.0
ORD001401,Zepto,Delhi,49.0,Snacks & Munchies,Yes,115.8,9.6,5.3,8.0,5.0,5.0
ORD001402,Dunzo,Bangalore,44.0,Groceries,No,250.36,20.6,1.93,11.0,5.0,
ORD001403,Dunzo,Bangalore,38.0,Groceries,No,756.2,18.3,7.9,5.0,5.0,4.0
ORD001404,Zepto,,61.0,Fruits & Vegetables,Yes,390.08,18.8,3.11,5.0,4.0,4.0
ORD001405,Dunzo,Bangalore,30.0,Fruits & Vegetables,No,810.61,21.1,1.43,13.0,3.0,3.0
ORD001406,Swiggy Instamart,Bangalore,39.0,Dairy & Eggs,No,278.13,19.7,2.73,4.0,1.0,4.0
ORD001407,JioMart Express,Mumbai,52.0,Dairy & Eggs,No,616.63,16.6,3.89,13.0,4.0,5.0
ORD001408,Zepto,Ahmedabad,64.0,Personal Care,No,262.3,42.8,0.84,16.0,4.0,4.0
ORD001409,Dunzo,Delhi,39.0,Groceries,No,226.03,9.8,1.85,12.0,3.0,3.0
ORD001410,Zepto,Mumbai,45.0,Personal Care,No,378.31,13.0,3.58,14.0,4.0,5.0
ORD001411,BigBasket Now,Hyderabad,38.0,Snacks & Munchies,Yes,270.7,24.2,3.45,,5.0,5.0
ORD001412,Blinkit,Hyderabad,63.0,Personal Care,No,159.86,17.4,8.1,6.0,5.0,5.0
ORD001413,JioMart Express,Bangalore,35.0,Snacks & Munchies,No,361.63,22.3,8.51,8.0,3.0,
ORD001414,Zepto,Bangalore,48.0,Baby Care,Yes,430.03,17.6,2.34,16.0,4.0,5.0
ORD001415,Blinkit,Kolkata,63.0,Groceries,No,863.52,28.5,1.68,19.0,2.0,5.0
ORD001416,Dunzo,Mumbai,54.0,Fruits & Vegetables,Yes,707.74,11.0,6.52,2.0,,5.0
ORD001417,Blinkit,Kolkata,38.0,Personal Care,Yes,838.79,28.1,8.14,6.0,5.0,5.0
ORD001418,JioMart Express,Hyderabad,31.0,Groceries,Yes,621.55,26.3,9.66,2.0,4.0,4.0
ORD001419,Zepto,Bangalore,42.0,Baby Care,No,492.54,10.1,0.56,19.0,5.0,4.0
ORD001420,BigBasket Now,Bangalore,44.0,Beverages,No,192.99,21.2,4.43,19.0,3.0,5.0
ORD001421,Dunzo,Delhi,57.0,Fruits & Vegetables,No,441.39,16.2,7.47,13.0,5.0,4.0
ORD001422,Zepto,Chennai,40.0,Bakery,No,577.14,12.9,8.37,17.0,2.0,5.0
ORD001423,JioMart Express,Bangalore,48.0,Meat & Seafood,Yes,967.26,7.7,1.09,8.0,5.0,3.0
ORD001424,Dunzo,Delhi,64.0,Groceries,No,608.97,11.0,6.97,9.0,4.0,5.0
ORD001425,Swiggy Instamart,Hyderabad,46.0,Household Essentials,No,849.15,21.8,3.24,5.0,2.0,4.0
ORD001426,Blinkit,Ahmedabad,64.0,Groceries,No,217.2,22.8,1.21,8.0,3.0,3.0
